,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
4959,86,8.93,8.84,2,2,5,5,1.0,0
4960,95,7.68,7.19,7,0,8,4,0.0,0
4961,110,5.86,5.62,4,4,4,5,1.0,0
4962,116,8.04,8.15,8,9,5,1,0.0,0
4963,105,5.42,5.02,1,1,2,0,0.0,0
4964,71,7.09,6.99,5,0,7,3,0.0,0
4965,117,7.04,7.01,9,10,3,2,1.0,0
4966,136,9.29,9.04,5,0,2,2,0.0,1
4967,98,7.25,7.1,9,5,6,3,0.0,0
4968,94,9.92,10.35,1,6,2,0,1.0,0
4969,99,6.66,6.75,9,2,10,2,0.0,0
4970,90,7.87,7.72,9,3,10,1,0.0,0
4971,106,7.82,7.68,1,0,1,1,0.0,0
4972,105,7.87,8.04,7,7,7,2,0.0,0
4973,108,6.98,7.06,9,7,5,3,0.0,0
4974,119,7.28,7.53,2,3,7,4,0.0,0
4975,111,7.65,7.18,4,10,1,0,1.0,0
4976,106,9.19,9.26,6,3,8,0,0.0,0
4977,103,9.86,9.57,9,10,9,5,0.0,1
4978,88,6.86,7.0,4,4,1,3,0.0,0
4979,120,7.14,6.98,9,6,3,2,0.0,0
4980,73,6.11,5.76,9,6,2,4,1.0,0
4981,115,8.76,8.46,10,4,10,0,0.0,1
4982,116,7.68,8.13,10,3,1,5,0.0,1
4983,84,8.15,8.29,5,9,2,1,1.0,0
4984,130,8.66,8.55,7,1,10,5,0.0,1
4985,94,9.06,8.77,5,9,8,1,1.0,0
4986,91,9.09,8.99,4,6,2,4,0.0,0
4987,117,8.03,7.61,7,2,2,3,0.0,0
4988,93,7.51,7.91,9,0,1,0,0.0,0
4989,77,9.76,9.48,5,2,6,0,0.0,0
4990,85,7.45,7.77,4,5,8,5,0.0,0
4991,104,5.55,5.95,8,2,2,0,1.0,0
4992,114,9.85,9.45,2,7,5,3,0.0,1
4993,104,9.69,9.34,7,9,8,5,0.0,1
4994,70,7.71,7.65,4,7,8,2,0.0,0
4995,111,8.87,9.0,4,1,10,5,0.0,1
4996,94,9.19,9.65,3,8,1,2,0.0,0
4997,100,5.2,5.59,9,7,9,1,0.0,0
4998,123,5.95,5.84,2,0,1,2,0.0,0
4999,109,8.59,8.15,10,6,8,1,0.0,0
5000,123,7.65,7.45,7,10,10,3,0.0,1
5001,105,6.01,5.81,3,10,10,2,0.0,0
5002,81,5.42,5.56,10,1,6,1,0.0,0
5003,101,7.23,7.33,7,4,5,0,0.0,0
5004,89,9.98,10.05,9,8,1,0,1.0,0
5005,100,9.45,9.69,8,5,10,0,1.0,0
5006,91,6.08,5.67,3,0,7,3,0.0,0
5007,107,8.5,8.6,2,9,7,2,0.0,0
5008,103,6.31,6.4,8,7,5,2,1.0,0
5009,90,5.25,5.42,2,3,4,5,0.0,0
5010,105,5.34,5.83,7,4,10,5,0.0,0
5011,95,7.91,8.16,9,8,9,1,1.0,0
5012,112,6.42,6.84,3,2,1,4,1.0,0
5013,107,7.75,7.43,10,7,9,3,1.0,0
5014,95,7.16,6.85,6,9,1,5,0.0,0
5015,115,9.77,9.6,8,1,4,3,1.0,1
5016,104,6.36,6.82,9,1,1,5,0.0,0
5017,105,9.23,8.96,7,9,8,0,0.0,0
5018,81,9.98,10.27,7,4,4,4,0.0,0
5019,83,9.25,9.61,4,8,9,5,0.0,1
5020,122,6.14,5.75,8,3,1,1,0.0,0
5021,117,6.11,6.19,1,3,8,5,0.0,1
5022,100,8.81,9.12,3,10,2,5,0.0,0
5023,97,8.13,8.36,1,4,1,4,1.0,0
5024,108,6.62,6.34,3,7,1,2,1.0,0
5025,84,9.09,8.66,7,10,9,5,0.0,1
5026,95,8.43,8.38,6,1,10,3,0.0,1
5027,96,6.41,6.13,8,1,8,3,1.0,0
5028,112,5.63,6.02,9,1,7,5,0.0,0
5029,89,7.31,6.85,6,5,5,0,0.0,0
5030,104,8.06,8.28,4,3,5,0,0.0,0
5031,95,7.15,6.72,3,10,5,3,0.0,0
5032,112,8.38,8.83,8,5,3,5,1.0,1
5033,98,8.73,8.37,10,0,2,4,0.0,0
5034,85,6.74,6.32,2,6,7,0,1.0,0
5035,80,6.45,6.76,6,0,7,2,0.0,0
5036,109,9.81,9.99,1,0,8,0,1.0,0
5037,72,8.73,8.58,7,8,5,0,1.0,0
5038,100,7.46,7.8,6,3,3,5,1.0,0
5039,94,9.76,10.22,10,2,1,3,0.0,0
5040,103,7.83,8.32,2,9,10,2,1.0,1
5041,115,7.98,8.1,7,8,3,3,0.0,1
5042,104,5.94,5.9,2,3,4,4,0.0,0
5043,101,9.71,9.67,8,7,9,4,0.0,1
5044,115,5.32,5.67,4,10,9,3,0.0,1
5045,100,8.87,8.94,10,3,10,0,0.0,0
5046,124,7.46,7.17,9,5,2,0,1.0,0
5047,85,9.74,9.63,5,7,4,1,0.0,0
5048,67,7.82,7.72,8,3,3,2,0.0,0
5049,100,7.19,6.82,10,4,6,3,0.0,0
5050,104,8.15,8.21,7,3,5,1,1.0,0
5051,92,5.77,5.94,8,5,1,2,1.0,0
5052,138,8.05,8.46,8,2,5,1,0.0,0
5053,102,6.07,5.93,10,0,8,3,1.0,0
5054,83,8.62,8.82,4,2,7,1,0.0,0
5055,102,7.56,7.39,7,0,5,0,0.0,0
5056,96,5.93,5.73,8,10,3,5,1.0,0
5057,103,8.54,8.57,5,1,6,3,0.0,0
5058,88,5.73,5.36,4,0,4,1,1.0,0
5059,127,8.03,8.13,4,8,10,0,0.0,1
5060,88,7.72,7.48,10,9,4,4,0.0,0
5061,104,5.19,5.41,7,2,5,3,1.0,0
5062,104,7.67,8.14,3,6,8,3,0.0,1
5063,105,8.33,8.65,8,9,4,0,0.0,0
5064,107,8.96,8.93,4,7,2,4,1.0,0
5065,108,8.53,8.51,5,1,3,3,1.0,0
5066,95,9.56,10.01,1,10,3,0,0.0,0
5067,110,6.02,5.78,4,1,5,5,0.0,0
5068,93,5.49,5.4,9,7,10,0,0.0,0
5069,108,9.15,8.91,2,10,9,0,1.0,0
5070,73,5.0,4.62,9,1,6,4,0.0,0
5071,99,5.38,5.65,8,6,8,4,1.0,0
5072,89,8.89,8.82,3,6,5,2,1.0,0
5073,104,9.88,9.91,3,5,7,3,0.0,0
5074,118,9.48,9.59,5,10,10,2,1.0,1
5075,78,9.33,9.55,6,5,4,3,0.0,0
5076,105,8.49,8.66,1,0,8,1,0.0,0
5077,100,9.73,9.76,6,3,10,4,1.0,1
5078,102,7.98,8.29,2,8,1,3,0.0,0
5079,78,7.57,8.03,2,6,5,0,0.0,0
5080,76,8.47,8.7,10,8,1,1,1.0,0
5081,121,5.78,5.38,7,2,4,5,1.0,0
5082,128,6.59,6.47,2,5,4,4,1.0,0
5083,80,6.55,6.36,5,1,3,4,1.0,0
5084,102,9.7,9.77,3,9,7,2,1.0,0
5085,99,9.16,9.06,4,3,8,0,0.0,0
5086,71,7.08,6.91,8,8,8,3,0.0,0
5087,89,7.75,7.64,7,3,4,0,1.0,0
5088,101,6.44,6.58,5,5,8,0,0.0,0
5089,84,9.78,9.88,5,10,7,4,0.0,0
5090,75,9.18,9.65,1,3,5,0,0.0,0
5091,100,7.07,7.43,7,8,4,5,0.0,0
5092,87,6.53,6.44,8,2,3,4,0.0,0
5093,96,7.82,7.53,4,0,7,3,1.0,0
5094,73,7.29,6.82,3,5,1,0,1.0,0
5095,103,9.16,8.72,5,0,6,0,1.0,0
5096,87,8.05,8.04,6,7,10,2,0.0,1
5097,92,5.29,5.17,5,2,1,3,0.0,0
5098,92,9.34,8.89,10,1,4,0,1.0,0
5099,97,6.52,6.2,7,1,10,0,1.0,0
5100,109,7.08,6.98,1,9,1,1,1.0,0
5101,105,8.68,8.54,2,6,2,1,0.0,0
5102,106,5.75,6.24,9,6,5,5,1.0,0
5103,106,7.74,8.0,7,7,10,3,1.0,0
5104,124,9.48,9.75,1,6,1,5,0.0,1
5105,111,8.56,8.97,4,8,6,2,0.0,1
5106,128,9.62,9.87,5,8,3,1,0.0,0
5107,94,9.83,9.92,7,5,7,4,1.0,0
5108,110,8.21,8.1,6,0,9,1,0.0,0
5109,108,9.35,9.64,2,10,7,5,1.0,0
5110,86,7.35,7.83,6,8,7,0,1.0,0
5111,115,7.55,7.92,5,9,2,3,1.0,0
5112,91,6.88,6.52,5,9,9,1,0.0,0
5113,70,5.02,5.36,2,0,9,5,0.0,0
5114,86,9.28,9.45,10,8,10,0,1.0,0
5115,94,8.76,8.54,5,6,4,5,1.0,0
5116,93,9.33,9.67,7,4,1,0,0.0,0
5117,103,5.18,5.62,7,9,6,3,0.0,0
5118,102,8.76,8.92,2,0,9,0,1.0,0
5119,90,9.09,9.47,1,10,7,1,0.0,0
5120,119,5.87,6.32,7,8,1,4,0.0,0
5121,104,8.39,7.94,10,8,3,1,0.0,0
5122,78,8.26,8.6,8,9,5,5,0.0,0
5123,79,8.87,9.35,7,9,3,2,1.0,0
5124,103,8.2,7.8,1,8,6,5,0.0,0
5125,98,6.29,6.53,10,10,1,1,1.0,0
5126,64,7.53,7.81,3,5,2,0,0.0,0
5127,117,9.0,8.8,9,9,6,2,0.0,1
5128,73,7.5,7.68,8,7,1,0,0.0,0
5129,124,9.22,9.03,3,5,9,3,0.0,1
5130,93,6.93,6.63,1,0,2,2,0.0,0
5131,77,6.75,6.36,10,2,10,5,1.0,0
5132,132,5.75,5.95,9,2,8,2,1.0,1
5133,99,8.4,8.83,7,5,1,3,1.0,0
5134,104,9.04,8.92,7,1,8,5,0.0,1
5135,82,7.58,7.56,1,10,10,1,0.0,0
5136,111,7.15,7.15,10,5,3,1,1.0,0
5137,109,7.88,7.75,3,8,10,3,0.0,0
5138,123,9.6,9.44,10,2,2,1,1.0,0
5139,124,5.4,5.82,10,3,9,0,1.0,0
5140,103,8.17,8.25,6,4,2,1,1.0,0
5141,92,8.92,9.05,2,6,10,3,0.0,1
5142,84,7.58,7.53,9,4,10,3,1.0,0
5143,86,8.47,8.72,8,2,7,1,1.0,0
5144,83,8.67,8.58,3,6,1,5,0.0,0
5145,62,9.58,9.75,3,6,7,5,0.0,0
5146,82,5.83,6.14,10,0,10,4,0.0,0
5147,99,8.33,8.5,2,10,10,3,0.0,1
5148,139,5.15,5.37,7,3,8,0,0.0,0
5149,91,8.97,9.28,7,2,8,0,1.0,0
5150,112,7.98,7.93,6,8,5,5,1.0,0
5151,116,8.79,8.7,6,10,5,4,0.0,1
5152,120,6.81,6.77,7,4,7,5,1.0,0
5153,96,5.6,5.15,2,2,10,4,1.0,0
5154,76,6.33,6.01,3,10,9,2,0.0,0
5155,98,6.7,6.54,4,5,5,1,1.0,0
5156,106,9.42,9.1,2,1,6,4,1.0,0
5157,95,9.42,9.56,1,10,7,2,0.0,0
5158,110,7.25,7.03,5,3,10,4,1.0,0
5159,104,9.54,9.81,6,9,10,4,0.0,1
5160,100,7.37,7.13,6,0,7,0,1.0,0
5161,95,7.03,7.53,6,7,3,5,0.0,0
5162,70,6.6,6.87,8,8,9,0,0.0,0
5163,79,6.83,6.61,7,7,6,0,0.0,0
5164,83,5.84,6.09,3,0,5,1,1.0,0
5165,98,7.92,7.75,5,9,2,2,0.0,0
5166,99,5.13,5.45,2,2,3,2,0.0,0
5167,87,9.12,9.13,3,2,1,3,0.0,0
5168,90,6.67,7.16,6,2,7,5,1.0,0
5169,112,8.34,7.9,8,7,3,5,0.0,0
5170,105,9.55,9.96,2,9,8,4,0.0,1
5171,127,6.2,6.13,8,9,1,3,0.0,0
5172,105,5.35,5.42,7,5,7,2,1.0,0
5173,100,9.28,9.74,10,7,1,1,0.0,0
5174,106,5.26,4.98,1,0,2,0,0.0,0
5175,91,8.64,8.57,2,0,7,3,1.0,0
5176,94,5.44,5.01,9,2,2,3,1.0,0
5177,90,6.02,5.92,9,10,7,0,0.0,0
5178,100,9.58,9.68,3,5,6,1,1.0,0
5179,79,9.72,9.4,7,8,9,2,1.0,1
5180,85,6.05,6.27,1,3,10,1,0.0,0
5181,112,8.41,8.86,8,0,2,3,0.0,1
5182,87,8.55,9.01,5,0,3,4,1.0,0
5183,68,6.12,5.74,5,6,8,2,0.0,0
5184,96,5.29,5.07,3,7,4,2,1.0,0
5185,84,9.01,8.88,5,8,9,5,0.0,1
5186,122,7.93,7.94,5,0,10,0,1.0,0
5187,75,8.01,8.4,7,0,2,0,1.0,0
5188,95,8.41,8.53,2,5,9,3,0.0,1
5189,86,8.51,8.78,2,10,4,5,0.0,0
5190,107,8.55,8.56,4,2,10,2,1.0,1
5191,111,7.76,7.72,10,10,9,4,0.0,1
5192,103,6.01,6.3,3,7,2,2,0.0,0
5193,78,6.69,7.15,3,6,1,3,1.0,0
5194,86,5.31,5.45,1,3,5,3,1.0,0
5195,87,6.32,6.4,6,1,5,5,0.0,0
5196,124,5.23,5.52,9,5,8,4,0.0,1
5197,102,8.02,8.26,4,10,9,5,0.0,1
5198,101,9.48,9.3,5,6,7,5,0.0,0
5199,106,7.95,8.4,9,4,3,5,1.0,0
5200,93,6.07,5.85,9,2,7,2,1.0,0
5201,111,5.1,5.26,7,5,6,5,0.0,0
5202,118,6.23,6.13,3,7,9,4,0.0,1
5203,71,5.38,5.03,3,7,2,0,0.0,0
5204,78,6.75,6.68,1,2,8,2,0.0,0
5205,83,5.76,6.21,5,9,8,3,1.0,0
5206,109,6.1,6.09,10,8,1,1,1.0,0
5207,98,8.41,8.31,6,2,8,2,0.0,1
5208,107,6.11,6.54,10,7,7,2,0.0,0
5209,105,6.54,6.31,7,4,2,2,1.0,0
5210,103,5.25,4.89,10,8,2,0,0.0,0
5211,87,8.67,8.8,6,1,6,2,1.0,0
5212,104,7.66,7.65,3,3,5,4,0.0,0
5213,106,6.64,6.88,6,9,6,0,1.0,0
5214,119,7.78,8.12,10,0,7,4,0.0,1
5215,103,5.84,5.74,8,7,10,1,0.0,0
5216,87,8.78,8.61,7,0,5,5,1.0,0
5217,70,9.51,9.95,6,5,4,3,0.0,0
5218,137,9.23,9.24,3,0,6,4,0.0,1
5219,92,6.23,6.71,7,4,3,4,0.0,0
5220,107,5.51,5.32,4,4,8,1,1.0,0
5221,97,8.95,8.64,4,1,2,3,1.0,0
5222,76,5.47,5.11,6,2,5,2,0.0,0
5223,67,8.35,7.9,8,4,10,3,0.0,0
5224,83,5.07,5.53,10,8,7,5,1.0,0
5225,101,8.31,7.84,4,7,9,3,0.0,0
5226,106,7.98,8.45,6,8,6,0,0.0,0
5227,124,7.53,7.16,1,7,5,5,1.0,0
5228,105,6.26,5.78,7,1,2,3,0.0,0
5229,120,6.13,6.12,10,8,6,4,0.0,0
5230,86,9.48,9.64,4,10,3,5,0.0,0
5231,135,8.65,8.79,10,8,2,1,1.0,0
5232,92,9.49,9.09,4,10,10,5,1.0,1
5233,119,8.35,8.43,8,3,8,4,0.0,1
5234,92,8.64,9.0,7,3,6,0,1.0,0
5235,104,6.95,7.35,8,6,7,0,1.0,0
5236,102,6.97,6.58,4,6,6,4,0.0,0
5237,85,5.63,5.99,6,10,1,3,1.0,0
5238,69,9.61,9.75,2,6,4,0,0.0,0
5239,106,9.83,9.63,5,10,6,0,1.0,0
5240,91,7.07,7.41,2,9,2,0,0.0,0
5241,84,6.17,6.08,2,8,1,5,1.0,0
5242,99,8.76,9.16,2,2,8,3,1.0,1
5243,110,9.48,9.65,9,3,10,0,0.0,0
5244,137,6.75,6.71,9,10,1,3,0.0,0
5245,118,8.51,8.11,7,2,2,5,0.0,1
5246,119,8.6,8.48,5,2,2,1,0.0,0
5247,98,7.23,7.33,1,7,3,3,0.0,0
5248,97,9.45,9.24,5,7,9,3,0.0,1
5249,102,7.58,7.49,7,1,5,3,1.0,0
5250,93,5.32,4.84,6,6,3,5,1.0,0
5251,90,9.85,10.25,1,4,1,4,0.0,0
5252,121,9.99,10.35,7,7,10,2,1.0,1
5253,118,6.95,7.08,9,10,5,4,0.0,0
5254,111,6.05,5.78,5,8,1,0,1.0,0
5255,89,8.31,8.76,4,7,10,0,0.0,0
5256,94,9.63,9.25,9,3,8,3,0.0,1
5257,80,5.53,5.23,8,1,6,5,0.0,0
5258,103,7.41,7.22,7,10,2,0,1.0,0
5259,120,8.76,9.25,10,5,7,5,0.0,1
5260,123,5.56,5.12,1,5,2,2,1.0,0
5261,95,9.0,8.87,7,3,5,2,0.0,0
5262,88,7.04,7.27,2,9,6,4,0.0,0
5263,80,7.87,7.85,7,6,10,1,0.0,0
5264,101,9.08,9.09,8,5,2,4,0.0,0
5265,111,5.77,6.17,6,2,2,2,0.0,0
5266,121,5.58,5.27,9,7,3,2,0.0,0
5267,95,7.06,6.9,1,9,8,2,1.0,0
5268,112,9.27,9.64,4,5,9,3,0.0,1
5269,83,6.5,6.75,10,1,2,4,0.0,0
5270,120,8.78,8.58,4,5,5,3,0.0,1
5271,93,6.23,6.51,8,5,7,4,0.0,0
5272,94,6.94,7.3,5,1,10,0,0.0,0
5273,113,5.7,5.79,7,5,10,4,1.0,1
5274,89,8.35,8.06,1,7,10,5,1.0,1
5275,113,7.72,7.41,5,8,9,2,0.0,1
5276,114,8.6,8.58,10,8,10,4,1.0,1
5277,79,9.1,9.09,6,8,9,5,0.0,1
5278,104,9.66,9.86,10,2,7,0,0.0,0
5279,115,7.7,7.37,8,10,2,0,0.0,0
5280,110,8.24,8.17,3,3,8,2,1.0,1
5281,90,7.71,8.18,10,6,3,4,0.0,0
5282,98,9.75,10.22,3,8,6,1,0.0,0
5283,105,9.48,9.3,5,8,8,5,0.0,1
5284,120,9.93,9.6,3,2,7,1,1.0,0
5285,95,8.3,8.03,2,3,6,4,0.0,0
5286,84,7.18,7.59,2,1,9,3,1.0,0
5287,102,7.01,6.62,6,5,6,0,0.0,0
5288,88,5.97,5.72,9,0,2,0,0.0,0
5289,98,5.52,5.03,6,2,6,4,0.0,0
5290,79,5.08,5.36,9,9,1,2,1.0,0
5291,79,5.13,5.06,2,3,2,1,0.0,0
5292,102,8.98,8.92,2,4,4,2,0.0,0
5293,110,7.28,7.17,4,0,9,0,1.0,0
5294,102,9.83,10.08,9,10,1,3,0.0,0
5295,90,5.13,5.41,4,10,9,0,0.0,0
5296,108,6.0,5.67,3,5,2,1,1.0,0
5297,102,8.02,8.13,4,5,10,1,0.0,0
5298,113,7.2,6.87,7,7,4,3,1.0,0
5299,95,9.73,9.67,4,5,10,3,1.0,1
5300,110,7.47,7.82,6,9,3,4,1.0,0
5301,109,9.27,8.81,1,1,2,1,1.0,0
5302,122,5.7,5.38,7,4,3,2,0.0,0
5303,72,7.88,7.92,5,9,4,4,1.0,0
5304,78,9.62,10.09,8,5,6,4,0.0,0
5305,82,9.83,9.49,1,0,6,2,1.0,0
5306,109,5.09,4.97,3,5,2,0,0.0,0
5307,77,6.81,6.9,10,4,4,0,1.0,0
5308,85,8.09,8.4,1,9,7,2,0.0,0
5309,96,5.18,5.66,3,4,2,0,0.0,0
5310,110,7.58,7.6,7,0,8,0,0.0,0
5311,80,7.29,6.95,8,3,9,4,0.0,0
5312,89,6.04,5.86,1,2,6,3,0.0,0
5313,84,8.04,7.79,1,9,4,1,1.0,0
5314,82,5.89,6.18,10,0,10,0,0.0,0
5315,96,6.1,5.72,10,9,7,5,1.0,0
5316,98,9.23,8.95,8,5,10,2,1.0,1
5317,104,7.89,7.45,5,10,1,4,0.0,0
5318,96,7.22,7.29,7,7,1,2,0.0,0
5319,112,9.94,9.65,7,2,9,3,0.0,1
5320,100,6.97,6.85,8,3,9,4,0.0,0
5321,81,6.22,6.18,8,2,1,0,0.0,0
5322,108,7.3,7.63,3,2,9,1,1.0,0
5323,100,7.98,7.59,2,1,10,0,0.0,0
5324,82,5.85,5.91,10,1,7,2,0.0,0
5325,78,9.45,9.93,2,1,6,5,0.0,0
5326,110,6.86,6.96,7,8,6,0,1.0,0
5327,108,6.55,6.9,3,7,2,3,1.0,0
5328,123,7.76,8.19,2,5,8,3,0.0,1
5329,94,6.41,6.45,4,10,10,2,1.0,0
5330,74,8.43,8.59,2,2,5,2,0.0,0
5331,83,9.91,9.58,7,7,6,4,0.0,0
5332,87,9.49,9.8,3,7,10,5,0.0,1
5333,120,8.01,7.9,4,3,1,4,0.0,0
5334,106,8.07,7.67,10,10,6,4,0.0,0
5335,95,8.09,7.68,5,1,5,2,1.0,0
5336,97,7.41,7.07,3,1,10,0,1.0,0
5337,98,5.32,5.16,4,0,5,4,0.0,0
5338,100,6.26,6.56,10,7,6,1,1.0,0
5339,103,6.85,6.6,8,3,4,3,0.0,0
5340,110,5.23,5.38,10,3,10,4,1.0,0
5341,90,6.0,5.59,1,8,10,4,0.0,0
5342,105,6.47,6.11,3,8,8,4,0.0,0
5343,94,6.48,6.16,1,4,10,1,0.0,0
5344,114,8.54,8.81,10,1,2,0,0.0,0
5345,72,5.41,5.82,9,2,2,1,1.0,0
5346,106,8.2,8.02,10,7,5,2,1.0,0
5347,90,7.9,7.52,3,9,5,2,1.0,0
5348,115,7.06,6.94,5,6,4,5,0.0,0
5349,98,6.08,6.48,4,2,4,0,0.0,0
5350,69,6.11,5.69,2,4,9,2,0.0,0
5351,87,8.09,7.71,10,6,4,0,0.0,0
5352,91,5.32,5.73,3,8,1,1,1.0,0
5353,97,6.46,6.19,2,7,3,2,1.0,0
5354,94,6.41,5.94,7,8,2,0,1.0,0
5355,117,6.7,7.1,3,1,8,4,1.0,1
5356,114,7.51,7.16,4,4,4,4,1.0,0
5357,81,9.25,9.29,10,5,4,3,0.0,0
5358,89,8.44,8.13,6,4,2,0,1.0,0
5359,105,9.23,9.69,2,4,7,3,1.0,0
5360,99,9.43,9.52,1,4,1,0,0.0,0
5361,81,9.86,9.76,7,8,3,1,1.0,0
5362,95,7.14,7.42,8,1,6,0,0.0,0
5363,128,7.66,8.02,6,6,7,0,0.0,0
5364,108,8.52,8.51,7,0,10,3,0.0,1
5365,59,9.85,10.29,2,10,9,4,0.0,1
5366,102,7.37,7.6,1,5,10,2,1.0,0
5367,92,7.9,7.53,1,2,3,0,1.0,0
5368,118,8.68,9.16,2,2,4,3,1.0,1
5369,97,8.39,8.25,2,6,4,4,0.0,0
5370,86,6.57,6.72,8,5,1,0,0.0,0
5371,97,5.09,5.39,5,3,5,3,0.0,0
5372,110,7.82,7.56,8,10,3,2,0.0,0
5373,117,5.37,5.4,1,9,7,4,0.0,0
5374,114,6.28,6.67,5,9,4,3,0.0,0
5375,85,6.89,6.88,4,9,5,5,1.0,0
5376,77,6.68,6.36,3,0,5,3,0.0,0
5377,114,6.7,6.31,3,2,6,4,1.0,0
5378,87,6.31,6.34,10,9,9,5,1.0,0
5379,99,7.53,7.36,9,8,5,2,0.0,0
5380,134,8.31,8.59,7,8,9,3,0.0,1
5381,93,5.05,4.61,2,7,7,1,0.0,0
5382,76,8.16,8.62,9,8,1,2,0.0,0
5383,107,5.67,5.89,5,4,6,0,0.0,0
5384,78,6.43,6.34,5,7,4,0,0.0,0
5385,97,7.58,7.17,1,2,7,5,1.0,0
5386,98,8.16,7.75,2,3,4,5,0.0,0
5387,122,7.92,7.59,8,4,2,2,0.0,0
5388,100,9.56,9.45,5,4,5,2,0.0,0
5389,98,7.95,8.44,9,7,8,4,0.0,1
5390,109,5.12,4.99,8,9,10,1,0.0,0
5391,79,7.06,6.65,8,9,1,3,0.0,0
5392,79,5.49,5.18,1,4,9,2,0.0,0
5393,89,7.86,7.96,4,7,6,5,1.0,0
5394,100,8.15,8.38,2,6,8,5,1.0,1
5395,136,8.68,8.97,4,3,2,0,0.0,0
5396,80,6.32,6.67,2,2,9,2,1.0,0
5397,94,7.14,7.14,3,6,6,0,0.0,0
5398,103,8.77,8.33,5,7,8,3,0.0,1
5399,102,6.86,7.03,2,9,10,0,0.0,0
5400,121,9.18,9.65,4,1,9,0,1.0,1
5401,89,7.81,7.59,1,4,10,5,0.0,0
5402,71,8.74,8.4,6,0,5,2,0.0,0
5403,73,5.36,5.5,7,3,6,4,0.0,0
5404,102,8.62,8.17,4,5,6,1,1.0,0
5405,80,7.91,7.57,5,8,10,4,0.0,0
5406,116,8.3,8.52,6,3,1,4,0.0,1
5407,113,7.13,7.17,7,3,2,3,1.0,0
5408,84,7.81,8.13,8,6,4,2,0.0,0
5409,102,8.89,8.51,9,6,2,2,1.0,0
5410,103,9.98,9.83,10,1,5,5,0.0,0
5411,93,6.79,7.15,6,10,5,3,1.0,0
5412,101,8.17,7.85,3,2,2,0,1.0,0
5413,99,6.95,6.97,9,5,4,4,0.0,0
5414,113,9.49,9.43,2,1,5,1,1.0,0
5415,99,5.02,5.16,1,6,5,3,1.0,0
5416,98,7.27,7.2,2,5,10,1,0.0,0
5417,110,9.62,9.42,2,8,2,1,1.0,0
5418,90,6.62,6.46,7,8,7,3,0.0,0
5419,110,9.8,9.89,2,2,9,3,0.0,1
5420,106,9.96,9.89,2,5,5,4,1.0,0
5421,107,8.77,8.8,5,0,4,5,1.0,0
5422,107,6.83,7.31,5,5,1,2,0.0,0
5423,93,8.22,8.07,4,6,2,2,1.0,0
5424,108,7.49,7.69,8,7,8,3,1.0,0
5425,106,7.73,8.17,7,10,2,2,0.0,0
5426,84,5.96,5.7,8,9,1,1,0.0,0
5427,78,6.22,6.31,7,7,3,4,0.0,0
5428,106,7.77,7.96,6,6,9,5,1.0,0
5429,82,8.82,8.94,10,5,4,3,0.0,0
5430,98,5.53,5.9,9,0,2,0,0.0,0
5431,99,9.77,9.55,10,10,2,2,0.0,0
5432,108,5.72,5.78,2,8,10,1,1.0,0
5433,113,7.18,7.16,1,3,1,3,0.0,0
5434,122,9.01,8.77,2,1,2,2,1.0,1
5435,84,8.47,8.16,2,1,7,5,1.0,0
5436,89,7.55,7.79,7,8,1,3,0.0,0
5437,78,5.5,5.71,10,2,1,5,1.0,0
5438,87,9.8,9.93,7,7,5,0,1.0,0
5439,121,9.41,9.76,9,1,1,2,1.0,1
5440,108,5.31,5.62,8,4,7,5,1.0,0
5441,97,9.66,9.77,8,0,10,3,0.0,1
5442,83,6.92,6.63,7,7,5,2,0.0,0
5443,77,6.36,6.74,10,9,4,0,0.0,0
5444,107,7.39,7.11,4,8,4,0,1.0,0
5445,98,9.13,8.7,6,0,7,5,0.0,0
5446,102,5.99,5.83,10,1,7,4,0.0,0
5447,109,9.31,9.09,5,7,4,0,0.0,0
5448,101,9.64,9.53,5,1,10,4,1.0,1
5449,96,5.78,6.19,10,3,4,0,0.0,0
5450,119,8.5,8.83,1,3,5,1,1.0,0
5451,107,6.87,7.04,8,9,10,1,0.0,0
5452,100,5.09,5.5,6,8,4,2,1.0,0
5453,106,6.15,5.95,9,10,7,4,1.0,0
5454,85,9.25,9.37,8,3,8,5,0.0,1
5455,102,7.15,7.32,10,8,4,3,1.0,0
5456,96,7.14,7.11,3,2,3,3,1.0,0
5457,100,5.73,5.5,2,2,2,2,0.0,0
5458,107,7.18,7.33,7,2,5,5,1.0,0
5459,129,8.52,8.65,1,6,4,1,0.0,0
5460,80,8.83,8.96,10,2,9,4,0.0,1
5461,137,9.33,9.34,6,5,9,0,1.0,1
5462,96,6.32,6.56,9,10,3,1,0.0,0
5463,113,7.01,7.45,3,9,9,5,1.0,1
5464,91,6.94,6.55,5,9,2,1,0.0,0
5465,93,9.49,9.21,10,0,2,1,0.0,0
5466,93,8.65,8.62,1,0,2,2,1.0,0
5467,101,8.37,8.67,8,10,10,1,1.0,0
5468,97,5.09,4.7,2,5,7,2,0.0,0
5469,98,6.27,6.26,4,0,4,2,1.0,0
5470,101,8.17,8.1,7,1,4,4,0.0,0
5471,88,7.97,7.83,10,5,6,5,1.0,0
5472,115,9.08,9.58,9,7,7,4,0.0,1
5473,104,5.71,5.29,10,4,2,2,0.0,0
